Fecha Orden;CodVenta;CodTienda;CodProducto;CodCliente;Cantidad;Precio;Coste;%IVA
1/01/2026;206;66;536;14154;1;29.99;11.2163;21
1/01/2026;207;95;217;17766;4;34.99;13.0863;21
1/01/2026;208;386;477;14605;2;4.99;1.8663;21
1/01/2026;209;66;477;29118;2;4.99;1.8663;21
1/01/2026;210;461;358;14316;4;2049.0982;1105.81;4
1/01/2026;211;95;537;11890;3;35;13.09;4
1/01/2026;212;9;476;19754;2;69.99;26.1763;4
1/01/2026;213;45;591;22267;3;564.99;308.2179;4
1/01/2026;214;176;580;16924;4;1700.99;1082.51;4
1/01/2026;215;333;541;27383;4;28.99;10.8423;4
1/01/2026;216;66;477;20443;2;4.99;1.8663;4
1/01/2026;217;444;214;17181;2;34.99;13.0863;4
1/01/2026;218;35;536;22098;3;29.99;11.2163;4
1/01/2026;219;333;606;25726;1;539.99;343.6496;4
1/01/2026;220;75;480;26212;4;2.29;0.8565;4
1/01/2026;221;444;355;11379;1;2319.99;1265.6195;4
1/01/2026;222;601;214;27683;2;34.99;13.0863;4
1/01/2026;223;635;217;16057;1;34.99;13.0863;4
1/01/2026;224;256;562;11491;3;2384.07;1481.9379;4
1/01/2026;225;95;476;18356;1;69.99;26.1763;4
1/01/2026;226;45;480;29185;3;2.29;0.8565;4
1/01/2026;227;456;529;25069;1;3.99;1.4923;4
1/01/2026;228;405;605;22603;4;539.99;343.6496;4
1/01/2026;229;2;343;21540;4;782.99;486.7066;4
1/01/2026;230;295;528;26109;3;4.99;1.8663;4
1/01/2026;231;643;537;13771;2;35;13.09;10
1/01/2026;232;416;375;16596;4;2181.5625;1320.6838;10
1/01/2026;233;513;486;22780;3;159;59.466;8
1/01/2026;234;561;537;11236;3;35;13.09;8
1/01/2026;235;176;541;23981;1;28.99;10.8423;8
1/01/2026;236;526;539;15787;3;24.99;9.3463;8
1/01/2026;237;35;480;19109;2;2.29;0.8565;8
1/01/2026;238;176;478;12760;1;9.99;3.7363;8
1/01/2026;239;487;530;11211;1;4.99;1.8663;8
1/01/2026;240;552;487;19512;1;54.99;20.5663;8
1/01/2026;241;95;539;21932;4;24.99;9.3463;8
1/01/2026;242;514;606;24331;2;539.99;343.6496;4
1/01/2026;243;487;338;14590;3;699.0982;413.1463;4
1/01/2026;244;241;214;12112;1;34.99;13.0863;4
1/01/2026;245;528;540;25795;1;32.6;12.1924;4
1/01/2026;246;643;310;24646;2;3578.27;2171.2942;8
1/01/2026;247;386;598;19990;4;539.99;294.5797;8
1/01/2026;248;234;528;11876;1;4.99;1.8663;8
1/01/2026;249;386;477;25943;2;4.99;1.8663;8
1/01/2026;250;95;479;21609;2;8.99;3.3623;8
1/01/2026;251;256;214;15693;4;34.99;13.0863;8
1/01/2026;252;474;563;28696;3;2384.07;1481.9379;21
1/01/2026;253;585;528;11631;4;4.99;1.8663;21
1/01/2026;254;626;606;26858;3;539.99;343.6496;21
1/01/2026;255;23;537;12409;2;35;13.09;21
1/01/2026;256;306;384;19406;4;1120.49;713.0798;21
1/01/2026;257;296;370;21948;2;2443.35;1518.7864;21
1/01/2026;258;24;530;11078;2;4.99;1.8663;8
1/01/2026;259;411;581;15040;1;1700.99;1082.51;8
1/01/2026;260;212;222;11089;4;34.99;13.0863;8
1/01/2026;261;45;222;12204;1;34.99;13.0863;8
1/01/2026;262;95;360;26343;4;2049.0982;1105.81;8
1/01/2026;263;416;477;22833;4;4.99;1.8663;8
1/01/2026;264;513;485;18197;1;21.98;8.2205;8
1/01/2026;265;306;530;28571;3;4.99;1.8663;8
1/01/2026;266;35;485;15984;1;21.98;8.2205;4
1/01/2026;267;514;488;18431;3;53.99;41.5723;4
1/01/2026;268;444;214;19796;1;34.99;13.0863;4
1/01/2026;269;241;373;16277;3;2181.5625;1320.6838;4
1/01/2026;270;561;313;28645;1;3578.27;2171.2942;8
1/01/2026;271;523;485;14356;3;21.98;8.2205;8
1/01/2026;272;295;540;25280;2;32.6;12.1924;8
1/01/2026;273;545;477;23115;2;4.99;1.8663;8
1/01/2026;274;50;217;15686;1;34.99;13.0863;8
1/01/2026;275;45;485;12706;2;21.98;8.2205;8
1/01/2026;276;24;539;14317;2;24.99;9.3463;21
1/01/2026;277;93;582;19188;1;1700.99;1082.51;21
1/01/2026;278;173;372;25779;3;2443.35;1554.9479;21
1/01/2026;279;24;581;22504;3;1700.99;1082.51;4
1/01/2026;280;231;491;16847;4;53.99;41.5723;8
1/01/2026;281;386;222;24481;3;34.99;13.0863;10
1/01/2026;282;2;565;20930;3;742.35;461.4448;21
1/01/2026;283;487;225;16824;2;8.99;6.9223;8
1/01/2026;284;231;529;20582;4;3.99;1.4923;8
1/01/2026;285;302;587;13799;1;769.49;419.7784;8
1/01/2026;286;241;481;13163;3;8.99;3.3623;8
1/01/2026;287;461;539;29022;1;24.99;9.3463;8
1/01/2026;288;416;535;25005;2;24.99;9.3463;8
1/01/2026;289;286;217;12661;4;34.99;13.0863;8
1/01/2026;290;302;572;15129;4;742.35;461.4448;8
1/01/2026;291;143;225;26450;2;8.99;6.9223;10
1/01/2026;292;286;222;14031;3;34.99;13.0863;10
1/01/2026;293;212;528;15307;2;4.99;1.8663;10
1/01/2026;294;302;465;20287;3;24.49;9.1593;10
1/01/2026;295;2;477;26552;1;4.99;1.8663;21
1/01/2026;296;528;231;20916;3;49.99;38.4923;21
1/01/2026;297;416;490;16205;2;53.99;41.5723;21
1/01/2026;298;487;477;24714;3;4.99;1.8663;21
1/01/2026;299;264;217;11502;2;34.99;13.0863;4
1/01/2026;300;523;541;27631;1;28.99;10.8423;4
1/01/2026;301;351;537;15610;4;35;13.09;4
1/01/2026;302;395;537;11783;3;35;13.09;4
1/01/2026;303;313;536;21423;4;29.99;11.2163;4
1/01/2026;304;333;477;25433;4;4.99;1.8663;4
1/01/2026;305;456;234;17915;3;49.99;38.4923;4
1/01/2026;306;93;530;28289;1;4.99;1.8663;4
1/01/2026;307;154;488;13674;3;53.99;41.5723;4
1/01/2026;308;395;222;25295;3;34.99;13.0863;4
1/01/2026;309;143;485;15354;2;21.98;8.2205;4
1/01/2026;310;195;536;16428;3;29.99;11.2163;4
1/01/2026;311;190;529;11086;3;3.99;1.4923;4
1/01/2026;312;212;477;24752;1;4.99;1.8663;4
1/01/2026;313;296;485;12270;2;21.98;8.2205;4
1/01/2026;314;405;537;17470;4;35;13.09;4
1/01/2026;315;296;463;21795;2;24.49;9.1593;4
1/01/2026;316;456;530;22698;2;4.99;1.8663;4
1/01/2026;317;647;579;25693;1;1214.85;755.1508;4
1/01/2026;318;190;478;12165;1;9.99;3.7363;4
1/01/2026;319;601;528;21069;2;4.99;1.8663;4
1/01/2026;320;212;529;21621;2;3.99;1.4923;4
1/01/2026;321;143;540;18279;1;32.6;12.1924;8
1/01/2026;322;514;485;18263;1;21.98;8.2205;10
1/01/2026;323;95;485;18294;3;21.98;8.2205;21
1/01/2026;324;286;222;15541;3;34.99;13.0863;8
1/01/2026;325;95;386;26986;3;1120.49;713.0798;8
1/01/2026;326;523;473;19457;3;63.5;23.749;8
1/01/2026;327;487;479;15615;3;8.99;3.3623;8
1/01/2026;328;50;357;13209;3;2319.99;1265.6195;8
1/01/2026;329;456;528;15408;3;4.99;1.8663;8
1/01/2026;330;66;314;28857;1;3578.27;2171.2942;8
1/01/2026;331;50;566;28513;1;742.35;461.4448;8
1/01/2026;332;647;479;14162;2;8.99;3.3623;10
1/01/2026;333;514;477;23892;4;4.99;1.8663;10
1/01/2026;334;572;539;17074;1;24.99;9.3463;10
1/01/2026;335;195;539;15136;2;24.99;9.3463;10
1/01/2026;336;585;537;11305;4;35;13.09;10
1/01/2026;337;24;530;13096;4;4.99;1.8663;10
1/01/2026;338;50;592;16684;3;564.99;308.2179;10
1/01/2026;339;411;477;18611;1;4.99;1.8663;10
1/01/2026;340;492;491;17779;1;53.99;41.5723;10
1/01/2026;341;601;535;18632;3;24.99;9.3463;10
1/01/2026;342;313;530;16934;2;4.99;1.8663;21
1/01/2026;343;173;535;20096;3;24.99;9.3463;21
1/01/2026;344;50;477;14220;4;4.99;1.8663;21
1/01/2026;345;405;599;12248;4;539.99;294.5797;10
1/01/2026;346;212;562;24654;2;2384.07;1481.9379;10
1/01/2026;347;66;530;15686;3;4.99;1.8663;10
1/01/2026;348;287;355;13651;2;2319.99;1265.6195;8
1/01/2026;349;176;222;27811;1;34.99;13.0863;8
1/01/2026;350;256;217;13252;4;34.99;13.0863;8
1/01/2026;351;93;477;15017;4;4.99;1.8663;8
1/01/2026;352;302;222;12124;2;34.99;13.0863;8
1/01/2026;353;491;357;15080;4;2319.99;1265.6195;8
1/01/2026;354;190;538;17498;2;21.49;8.0373;8
1/01/2026;355;213;382;20913;2;1120.49;713.0798;8
1/01/2026;356;45;478;16096;3;9.99;3.7363;8
1/01/2026;357;195;477;22593;3;4.99;1.8663;4
1/01/2026;358;258;485;11615;3;21.98;8.2205;4
1/01/2026;359;264;530;14836;1;4.99;1.8663;4
1/01/2026;360;286;465;12352;2;24.49;9.1593;4
1/01/2026;361;176;484;24821;4;7.95;2.9733;8
1/01/2026;362;190;540;11277;2;32.6;12.1924;8
1/01/2026;363;411;529;19961;4;3.99;1.4923;8
1/01/2026;364;176;478;13777;4;9.99;3.7363;8
1/01/2026;365;643;222;12183;4;34.99;13.0863;8
1/01/2026;366;386;529;16692;1;3.99;1.4923;8
1/01/2026;367;50;528;16621;4;4.99;1.8663;21
1/01/2026;368;491;478;19659;4;9.99;3.7363;21
1/01/2026;369;549;479;29238;1;8.99;3.3623;21
1/01/2026;370;513;346;12005;4;3399.99;1912.1544;21
1/01/2026;371;513;378;21559;2;2443.35;1554.9479;21
1/01/2026;372;635;477;19677;2;4.99;1.8663;21
1/01/2026;373;647;479;12754;3;8.99;3.3623;8
1/01/2026;374;351;358;13011;3;2049.0982;1105.81;8
1/01/2026;375;149;541;27571;4;28.99;10.8423;8
1/01/2026;376;159;529;25378;1;3.99;1.4923;8
1/01/2026;377;643;214;12460;2;34.99;13.0863;8
1/01/2026;378;647;588;16554;2;769.49;419.7784;8
1/01/2026;379;212;225;12430;1;8.99;6.9223;8
1/01/2026;380;23;540;14661;1;32.6;12.1924;8
1/01/2026;381;461;327;15903;1;782.99;486.7066;4
1/01/2026;382;93;222;15168;2;34.99;13.0863;4
1/01/2026;383;395;529;28037;3;3.99;1.4923;4
1/01/2026;384;313;537;15761;2;35;13.09;4
1/01/2026;385;545;312;11885;4;3578.27;2171.2942;8
1/01/2026;386;143;489;24424;2;53.99;41.5723;8
1/01/2026;387;24;479;18709;1;8.99;3.3623;8
1/01/2026;388;2;237;11330;1;49.99;38.4923;8
1/01/2026;389;351;541;26709;4;28.99;10.8423;8
1/01/2026;390;444;536;22756;1;29.99;11.2163;8
1/01/2026;391;333;537;12018;1;35;13.09;21
1/01/2026;392;258;485;13767;3;21.98;8.2205;21
1/01/2026;393;195;538;12465;1;21.49;8.0373;21
1/01/2026;394;572;228;13423;2;49.99;38.4923;4
1/01/2026;395;98;540;18758;3;32.6;12.1924;8
1/01/2026;396;190;214;13089;1;34.99;13.0863;10
1/01/2026;397;2;480;26555;3;2.29;0.8565;21
1/01/2026;398;545;225;25910;4;8.99;6.9223;8
1/01/2026;399;411;222;26128;2;34.99;13.0863;8
1/01/2026;400;487;225;24819;2;8.99;6.9223;8
1/01/2026;401;306;225;15846;1;8.99;6.9223;8
1/01/2026;402;395;467;15498;3;24.49;9.1593;8
1/01/2026;403;286;487;20510;2;54.99;20.5663;8
1/01/2026;404;492;222;21019;4;34.99;13.0863;8
1/01/2026;405;549;530;11507;2;4.99;1.8663;8
1/01/2026;406;626;225;13777;1;8.99;6.9223;10
1/01/2026;407;2;475;14806;4;69.99;26.1763;10
1/01/2026;408;287;538;12288;1;21.49;8.0373;10
1/01/2026;409;333;312;18198;2;3578.27;2171.2942;10
1/01/2026;410;552;480;23951;1;2.29;0.8565;21
1/01/2026;411;549;537;11179;3;35;13.09;21
1/01/2026;412;526;538;11553;1;21.49;8.0373;21
1/01/2026;413;66;491;14073;4;53.99;41.5723;21
1/01/2026;414;513;490;12856;1;53.99;41.5723;4
1/01/2026;415;256;375;17744;3;2181.5625;1320.6838;4
1/01/2026;416;306;217;18907;1;34.99;13.0863;4
1/01/2026;417;164;314;19616;4;3578.27;2171.2942;4
1/01/2026;418;416;384;20914;2;1120.49;713.0798;4
1/01/2026;419;351;217;18640;2;34.99;13.0863;4
1/01/2026;420;164;313;29158;2;3578.27;2171.2942;4
1/01/2026;421;95;529;18758;3;3.99;1.4923;4
1/01/2026;422;2;311;11290;1;3578.27;2171.2942;4
1/01/2026;423;296;217;18054;2;34.99;13.0863;4
1/01/2026;424;492;477;21432;1;4.99;1.8663;4
1/01/2026;425;474;217;17720;1;34.99;13.0863;4
1/01/2026;426;461;606;14162;3;539.99;343.6496;4
1/01/2026;427;296;225;24028;3;8.99;6.9223;4
1/01/2026;428;513;535;15060;1;24.99;9.3463;4
1/01/2026;429;444;477;12526;4;4.99;1.8663;4
1/01/2026;430;643;539;25832;3;24.99;9.3463;4
1/01/2026;431;461;480;28157;1;2.29;0.8565;4
1/01/2026;432;528;487;17180;3;54.99;20.5663;4
1/01/2026;433;212;225;24255;2;8.99;6.9223;4
1/01/2026;434;66;325;21106;3;782.99;486.7066;4
1/01/2026;435;561;222;14633;1;34.99;13.0863;4
1/01/2026;436;159;225;24883;1;8.99;6.9223;8
1/01/2026;437;552;584;22649;4;539.99;343.6496;10
1/01/2026;438;241;476;19010;4;69.99;26.1763;21
1/01/2026;439;154;528;15315;1;4.99;1.8663;8
1/01/2026;440;572;528;17802;3;4.99;1.8663;8
1/01/2026;441;241;479;11399;1;8.99;3.3623;8
1/01/2026;442;635;528;20528;3;4.99;1.8663;8
1/01/2026;443;405;225;28718;3;8.99;6.9223;8
1/01/2026;444;258;313;20990;3;3578.27;2171.2942;8
1/01/2026;445;302;225;18784;1;8.99;6.9223;8
1/01/2026;446;212;217;12714;3;34.99;13.0863;8
1/01/2026;447;561;225;25774;1;8.99;6.9223;10
1/01/2026;448;549;541;26259;3;28.99;10.8423;10
1/01/2026;449;258;528;15420;1;4.99;1.8663;10
1/01/2026;450;357;478;11589;2;9.99;3.7363;10
1/01/2026;451;386;225;11073;4;8.99;6.9223;10
1/01/2026;452;258;214;17638;4;34.99;13.0863;10
1/01/2026;453;572;310;12522;1;3578.27;2171.2942;10
1/01/2026;454;537;217;18089;4;34.99;13.0863;10
1/01/2026;455;264;586;11942;2;742.35;461.4448;10
1/01/2026;456;142;537;11848;2;35;13.09;10
1/01/2026;457;411;487;19032;4;54.99;20.5663;21
1/01/2026;458;231;347;12000;2;3399.99;1912.1544;21
1/01/2026;459;176;541;26788;3;28.99;10.8423;21
1/01/2026;460;572;485;13061;4;21.98;8.2205;10
1/01/2026;461;258;591;13718;4;564.99;308.2179;10
1/01/2026;462;601;312;14795;2;3578.27;2171.2942;10
1/01/2026;463;561;476;26659;4;69.99;26.1763;8
1/01/2026;464;395;384;19113;2;1120.49;713.0798;8
1/01/2026;465;474;482;21565;1;8.99;3.3623;8
1/01/2026;466;395;477;11823;4;4.99;1.8663;8
1/01/2026;467;528;535;17814;1;24.99;9.3463;8
1/01/2026;468;50;214;13317;3;34.99;13.0863;8
1/01/2026;469;474;214;16504;4;34.99;13.0863;8
1/01/2026;470;143;485;12891;3;21.98;8.2205;8
1/01/2026;471;572;477;25525;4;4.99;1.8663;8
1/01/2026;472;234;217;17955;1;34.99;13.0863;4
1/01/2026;473;190;562;13651;4;2384.07;1481.9379;4
1/01/2026;474;149;487;15626;3;54.99;20.5663;4
1/01/2026;475;549;384;20206;4;1120.49;713.0798;4
1/01/2026;476;45;475;14912;4;69.99;26.1763;8
