Fecha Orden;CodVenta;CodTienda;CodProducto;CodCliente;Cantidad;Precio;Coste;%IVA
1/03/2026;458960;523;222;428074;1;34.99;13.0863;4
1/03/2026;458961;491;353;428075;3;2319.99;1265.6195;8
1/03/2026;458962;149;491;428076;3;53.99;41.5723;10
1/03/2026;458963;526;310;428077;1;3578.27;2171.2942;8
1/03/2026;458964;491;485;428078;2;21.98;8.2205;4
1/03/2026;458965;302;467;428079;3;24.49;9.1593;8
1/03/2026;458966;231;484;428080;2;7.95;2.9733;8
1/03/2026;458967;313;528;428081;4;4.99;1.8663;10
1/03/2026;458968;159;539;428082;3;24.99;9.3463;8
1/03/2026;458969;75;535;428083;4;24.99;9.3463;8
1/03/2026;458970;514;357;428084;4;2319.99;1265.6195;10
1/03/2026;458971;234;310;428085;2;3578.27;2171.2942;4
1/03/2026;458972;357;484;428086;4;7.95;2.9733;8
1/03/2026;458973;93;388;428087;2;1120.49;713.0798;21
1/03/2026;458974;164;217;428088;2;34.99;13.0863;4
1/03/2026;458975;492;377;428089;1;2181.5625;1320.6838;4
1/03/2026;458976;231;530;428090;1;4.99;1.8663;8
1/03/2026;458977;626;537;428091;2;35;13.09;8
1/03/2026;458978;173;344;428092;1;3399.99;1912.1544;21
1/03/2026;458979;525;214;428093;2;34.99;13.0863;21
1/03/2026;458980;333;480;428094;4;2.29;0.8565;8
1/03/2026;458981;552;217;428095;2;34.99;13.0863;8
1/03/2026;458982;572;530;428096;4;4.99;1.8663;10
1/03/2026;458983;190;528;428097;4;4.99;1.8663;4
1/03/2026;458984;626;465;428098;1;24.49;9.1593;8
1/03/2026;458985;98;467;428099;4;24.49;9.1593;10
1/03/2026;458986;647;361;428100;2;2294.99;1251.9813;8
1/03/2026;458987;154;528;428101;1;4.99;1.8663;8
1/03/2026;458988;45;488;428102;3;53.99;41.5723;21
1/03/2026;458989;231;485;428103;2;21.98;8.2205;4
1/03/2026;458990;474;480;428104;3;2.29;0.8565;10
1/03/2026;458991;386;217;428105;4;34.99;13.0863;10
1/03/2026;458992;24;490;428106;4;53.99;41.5723;4
1/03/2026;458993;474;228;428107;4;49.99;38.4923;8
1/03/2026;458994;626;465;428108;2;24.49;9.1593;10
1/03/2026;458995;302;487;428109;3;54.99;20.5663;8
1/03/2026;458996;572;214;428110;2;34.99;13.0863;10
1/03/2026;458997;295;487;428111;3;54.99;20.5663;10
1/03/2026;458998;256;594;428112;3;564.99;308.2179;10
1/03/2026;458999;643;476;428113;3;69.99;26.1763;21
1/03/2026;459000;256;234;428114;3;49.99;38.4923;21
1/03/2026;459001;212;377;428115;4;2181.5625;1320.6838;8
1/03/2026;459002;302;529;428116;2;3.99;1.4923;10
1/03/2026;459003;491;528;428117;1;4.99;1.8663;8
1/03/2026;459004;195;489;428118;2;53.99;41.5723;8
1/03/2026;459005;212;485;428119;2;21.98;8.2205;8
1/03/2026;459006;635;490;428120;1;53.99;41.5723;10
1/03/2026;459007;643;222;428121;3;34.99;13.0863;8
1/03/2026;459008;296;565;428122;3;742.35;461.4448;8
1/03/2026;459009;45;217;428123;4;34.99;13.0863;10
1/03/2026;459010;295;373;428124;4;2181.5625;1320.6838;21
1/03/2026;459011;525;225;428125;2;8.99;6.9223;8
1/03/2026;459012;626;373;428126;2;2181.5625;1320.6838;8
1/03/2026;459013;2;535;428127;3;24.99;9.3463;8
1/03/2026;459014;545;538;428128;2;21.49;8.0373;4
1/03/2026;459015;333;217;428129;3;34.99;13.0863;8
1/03/2026;459016;258;477;428130;2;4.99;1.8663;8
1/03/2026;459017;537;480;428131;3;2.29;0.8565;8
1/03/2026;459018;35;477;428132;2;4.99;1.8663;4
1/03/2026;459019;45;480;428133;2;2.29;0.8565;4
1/03/2026;459020;492;528;428134;1;4.99;1.8663;4
1/03/2026;459021;149;465;428135;2;24.49;9.1593;10
1/03/2026;459022;456;217;428136;2;34.99;13.0863;10
1/03/2026;459023;23;478;428137;1;9.99;3.7363;8
1/03/2026;459024;75;541;428138;3;28.99;10.8423;21
1/03/2026;459025;173;225;428139;4;8.99;6.9223;8
1/03/2026;459026;50;222;428140;4;34.99;13.0863;4
1/03/2026;459027;487;479;428141;3;8.99;3.3623;8
1/03/2026;459028;256;528;428142;1;4.99;1.8663;10
1/03/2026;459029;626;484;428143;3;7.95;2.9733;4
1/03/2026;459030;537;485;428144;4;21.98;8.2205;8
1/03/2026;459031;537;222;428145;3;34.99;13.0863;8
1/03/2026;459032;212;584;428146;2;539.99;343.6496;21
1/03/2026;459033;302;480;428147;2;2.29;0.8565;21
1/03/2026;459034;287;354;428148;4;2071.4196;1117.8559;8
1/03/2026;459035;66;538;428149;4;21.49;8.0373;21
1/03/2026;459036;195;573;428150;2;2384.07;1481.9379;8
1/03/2026;459037;386;537;428151;2;35;13.09;4
1/03/2026;459038;635;592;428152;3;564.99;308.2179;8
1/03/2026;459039;333;484;428153;2;7.95;2.9733;21
1/03/2026;459040;2;474;428154;3;69.99;26.1763;10
1/03/2026;459041;66;231;428155;2;49.99;38.4923;8
1/03/2026;459042;256;529;428156;2;3.99;1.4923;4
1/03/2026;459043;643;480;428157;3;2.29;0.8565;8
1/03/2026;459044;264;474;428158;2;69.99;26.1763;8
1/03/2026;459045;286;528;428159;2;4.99;1.8663;8
1/03/2026;459046;173;485;428160;1;21.98;8.2205;10
1/03/2026;459047;258;222;428161;4;34.99;13.0863;8
1/03/2026;459048;195;529;428162;4;3.99;1.4923;21
1/03/2026;459049;302;480;428163;1;2.29;0.8565;4
1/03/2026;459050;142;540;428164;1;32.6;12.1924;8
1/03/2026;459051;286;480;428165;4;2.29;0.8565;21
1/03/2026;459052;234;382;428166;3;1120.49;713.0798;8
1/03/2026;459053;411;488;428167;2;53.99;41.5723;4
1/03/2026;459054;514;580;428168;2;1700.99;1082.51;8
1/03/2026;459055;411;480;428169;3;2.29;0.8565;8
1/03/2026;459056;142;225;428170;2;8.99;6.9223;21
1/03/2026;459057;635;320;428171;2;699.0982;413.1463;8
1/03/2026;459058;456;484;428172;3;7.95;2.9733;8
1/03/2026;459059;286;529;428173;3;3.99;1.4923;8
1/03/2026;459060;513;536;428174;4;29.99;11.2163;21
1/03/2026;459061;306;489;428175;2;53.99;41.5723;4
1/03/2026;459062;545;582;428176;3;1700.99;1082.51;8
1/03/2026;459063;351;214;428177;1;34.99;13.0863;8
1/03/2026;459064;523;480;428178;2;2.29;0.8565;10
1/03/2026;459065;351;528;428179;3;4.99;1.8663;8
1/03/2026;459066;357;605;428180;3;539.99;343.6496;10
1/03/2026;459067;491;477;428181;4;4.99;1.8663;21
1/03/2026;459068;212;478;428182;4;9.99;3.7363;8
1/03/2026;459069;561;587;428183;2;769.49;419.7784;4
1/03/2026;459070;333;478;428184;2;9.99;3.7363;10
1/03/2026;459071;164;536;428185;2;29.99;11.2163;8
1/03/2026;459072;561;477;428186;4;4.99;1.8663;8
1/03/2026;459073;75;228;428187;2;49.99;38.4923;4
1/03/2026;459074;357;528;428188;3;4.99;1.8663;10
1/03/2026;459075;487;530;428189;1;4.99;1.8663;21
1/03/2026;459076;98;225;428190;4;8.99;6.9223;21
1/03/2026;459077;643;535;428191;4;24.99;9.3463;21
1/03/2026;459078;491;383;428192;2;1000.4375;605.6492;10
1/03/2026;459079;66;380;428193;1;2443.35;1554.9479;4
1/03/2026;459080;286;222;428194;2;34.99;13.0863;8
1/03/2026;459081;241;535;428195;4;24.99;9.3463;4
1/03/2026;459082;643;310;428196;2;3578.27;2171.2942;4
1/03/2026;459083;357;477;428197;3;4.99;1.8663;10
1/03/2026;459084;395;377;428198;4;2181.5625;1320.6838;8
1/03/2026;459085;487;485;428199;2;21.98;8.2205;8
1/03/2026;459086;9;477;428200;4;4.99;1.8663;21
1/03/2026;459087;75;530;428201;2;4.99;1.8663;10
1/03/2026;459088;35;345;428202;4;3399.99;1912.1544;21
1/03/2026;459089;552;489;428203;3;53.99;41.5723;4
1/03/2026;459090;256;481;428204;1;8.99;3.3623;8
1/03/2026;459091;234;541;428205;3;28.99;10.8423;21
1/03/2026;459092;195;368;428206;2;2443.35;1518.7864;21
1/03/2026;459093;626;477;428207;3;4.99;1.8663;8
1/03/2026;459094;513;361;428208;3;2294.99;1251.9813;8
1/03/2026;459095;173;488;428209;4;53.99;41.5723;10
1/03/2026;459096;461;540;428210;1;32.6;12.1924;10
1/03/2026;459097;23;540;428211;4;32.6;12.1924;8
1/03/2026;459098;66;217;428212;4;34.99;13.0863;8
1/03/2026;459099;213;529;428213;1;3.99;1.4923;8
1/03/2026;459100;9;477;428214;3;4.99;1.8663;8
1/03/2026;459101;154;538;428215;4;21.49;8.0373;8
1/03/2026;459102;231;467;428216;3;24.49;9.1593;8
1/03/2026;459103;411;482;428217;1;8.99;3.3623;8
1/03/2026;459104;231;540;428218;1;32.6;12.1924;4
1/03/2026;459105;234;311;428219;1;3578.27;2171.2942;10
1/03/2026;459106;256;313;428220;3;3578.27;2171.2942;8
1/03/2026;459107;93;478;428221;2;9.99;3.7363;8
1/03/2026;459108;98;377;428222;3;2181.5625;1320.6838;4
1/03/2026;459109;23;477;428223;4;4.99;1.8663;8
1/03/2026;459110;143;311;428224;3;3578.27;2171.2942;8
1/03/2026;459111;295;477;428225;4;4.99;1.8663;8
1/03/2026;459112;24;480;428226;3;2.29;0.8565;8
1/03/2026;459113;351;310;428227;1;3578.27;2171.2942;21
1/03/2026;459114;357;529;428228;4;3.99;1.4923;8
1/03/2026;459115;456;541;428229;1;28.99;10.8423;8
1/03/2026;459116;395;528;428230;4;4.99;1.8663;8
1/03/2026;459117;626;214;428231;4;34.99;13.0863;10
1/03/2026;459118;643;478;428232;2;9.99;3.7363;4
1/03/2026;459119;66;214;428233;1;34.99;13.0863;4
1/03/2026;459120;545;479;428234;2;8.99;3.3623;10
1/03/2026;459121;357;572;428235;2;742.35;461.4448;8
1/03/2026;459122;154;479;428236;4;8.99;3.3623;8
1/03/2026;459123;444;479;428237;2;8.99;3.3623;21
1/03/2026;459124;241;540;428238;4;32.6;12.1924;10
1/03/2026;459125;75;214;428239;3;34.99;13.0863;4
1/03/2026;459126;295;225;428240;2;8.99;6.9223;10
1/03/2026;459127;2;528;428241;2;4.99;1.8663;4
1/03/2026;459128;190;352;428242;1;2071.4196;1117.8559;8
1/03/2026;459129;526;478;428243;3;9.99;3.7363;4
1/03/2026;459130;411;477;428244;2;4.99;1.8663;10
1/03/2026;459131;296;378;428245;4;2443.35;1554.9479;4
1/03/2026;459132;357;477;428246;4;4.99;1.8663;8
1/03/2026;459133;154;539;428247;1;24.99;9.3463;4
1/03/2026;459134;561;339;428248;2;782.99;486.7066;21
1/03/2026;459135;302;529;428249;4;3.99;1.4923;8
1/03/2026;459136;154;583;428250;3;1700.99;1082.51;4
1/03/2026;459137;474;541;428251;4;28.99;10.8423;8
1/03/2026;459138;514;537;428252;3;35;13.09;21
1/03/2026;459139;176;480;428253;4;2.29;0.8565;8
1/03/2026;459140;643;222;428254;4;34.99;13.0863;21
1/03/2026;459141;601;480;428255;2;2.29;0.8565;10
1/03/2026;459142;50;353;428256;1;2319.99;1265.6195;4
1/03/2026;459143;176;214;428257;3;34.99;13.0863;8
1/03/2026;459144;295;478;428258;1;9.99;3.7363;21
1/03/2026;459145;601;479;428259;4;8.99;3.3623;4
1/03/2026;459146;66;528;428260;2;4.99;1.8663;4
1/03/2026;459147;24;485;428261;4;21.98;8.2205;8
1/03/2026;459148;357;471;428262;3;63.5;23.749;8
